text_id,text_uri,title_ar,title_lat,ed_info,collection,tok_length,volumes,page_count,author_id,tags
JK007013,0238IbnHabibQurtubi.MukhtasarFiTibb.JK007013-ara1,(مختصر في الطب) العلاج بالأغذية والأعشاب في بلاد المغرب :: العلاج بالأعشاب,Mukhtasar Fi Tibb,محمد أمين الضناوي :: بيروت :: 1998 :: دار الكتب العلمية,al-Jāmiʿ al-Kabīr,21182,1,114,0238IbnHabibQurtubi,_CULUM :: _MISC :: _TIBB
ShamAY0033706,0238IbnHabibQurtubi.Riba.ShamAY0033706-ara1,الربا لابن حبيب :: كتاب الربا  :: كتاب الربا,Riba,الدكتور نذير أوهاب :: الأولى 1433 ه - 2012 م :: مركز جمعة الماجد للثقافة والتراث,al-Maktaba al-Shāmila AY,11977,1,73,0238IbnHabibQurtubi,_HADITH
ShamAY0035251,0238IbnHabibQurtubi.WadihaFiSunan.ShamAY0035251-ara1,كتاب الواضحة في السنن :: كتاب الواضحة في السنن ,Wadiha Fi Sunan,nan,al-Maktaba al-Shāmila AY,16116,1,59,0238IbnHabibQurtubi,_HADITH
ShamAY0033596,0238IbnHabibQurtubi.WasfFirdaws.ShamAY0033596-ara1,وصف الفردوس لعبد الملك بن حبيب  :: وصف الفردوس :: وصف الفردوس لعبد الملك بن حبيب,Wasf Firdaws,"عبد اللطيف حسن عبد الرحمن :: الأولى، 2002 م :: دار الكتب العلمية",al-Maktaba al-Shāmila AY,30423,1,104,0238IbnHabibQurtubi,_HADITH
JK000479,0238IbnRahawayh.Musnad.JK000479-ara1,مسند إسحاق بن راهويه,Musnad,د. عبد الغفور بن عبد الحق البلوشي :: المدينة المنورة :: 1412 - 1991 :: مكتبة الإيمان,al-Jāmiʿ al-Kabīr,130807,5,1846,0238IbnRahawayh,_HADITH :: _MACAJIM :: _TARAJIM :: _SUNNI :: _MASANID
JK000047,0238MuhammadBurjulani.KaramWaJawd.JK000047-ara1,الكرم والجود وسخاء النفوس,Karam Wa Jawd,د. عامر حسن صبري :: بيروت :: 1412 :: دار ابن حزم,al-Jāmiʿ al-Kabīr,4863,1,40,0238MuhammadBurjulani,_HADITH :: _AJZA
Sham19Y0149872,0239CumaraIbnCaqil.Diwan.Sham19Y0149872-ara1,ديوان عمارة بن عقيل (المتوفي: 239 ه) :: ديوان عمارة بن عقيل,Diwan,"الأولى، 1973 م. :: ساعدت وزارة الإعلام على نشره.",al-Maktaba al-Shāmila,3862,1,82,0239CumaraIbnCaqil,_SHICR
ShamAY0033638,0239IbnGhawri.Majlis.ShamAY0033638-ara1,مجلس ابن الغوري :: جزء فيه مجلس من إملاء أبي الفرج محمد بن أحمد المعروف بابن الغوري :: جزء فيه مجلس من إملاء أبي الفرج محمد بن أحمد المعروف بابن الغوري ,Majlis,نبيل سعد الدين جرار :: الأولى 1432 ه - 2011 م :: دار البشائر الإسلامية [ضمن سلسلة الأجزاء المنسوخة (4 - 8)],al-Maktaba al-Shāmila AY,1214,1,17,0239IbnGhawri,_HADITH
ShamAY0032875,0240AbuHafsIbnZuraraTarsusi.Nuskha.ShamAY0032875-ara1,نسخة أبي حفص عمر بن زرارة الحدثي - مخطوط :: نسخة أبي حفص عمر بن زرارة الحدثي - مخطوط ,Nuskha,nan,al-Maktaba al-Shāmila AY,3443,1,46,0240AbuHafsIbnZuraraTarsusi,_HADITH
JK007619,0240CabdSamadIbnMucadhdhal.Diwan.JK007619-ara1,ديوان عبد الصمد بن المعذل,Diwan,nan,al-Jāmiʿ al-Kabīr,6589,1,174,0240CabdSamadIbnMucadhdhal,_SHICR
Shamela0012863,0240IbnKhayyatCusfuri.Musnad.Shamela0012863-ara1,مسند خليفة بن خياط,Musnad,"الدكتور أكرم ضياء العمري :: مؤسسة الرسالة، بيروت",al-Maktaba al-Shāmila,4517,1,55,0240IbnKhayyatCusfuri,_HADITH :: _AJZA
Shia003056,0240IbnKhayyatCusfuri.Tabaqat.Shia003056-ara1.completed,طبقات خليفة,Tabaqat,http://www.worldcat.org/oclc/32445370 :: الدكتور سهيل زكار :: 1414 - 1993 م,al-Shāmila al-Shīʿiyya,65526,1,599,0240IbnKhayyatCusfuri,_HADITH :: _TARAJIM :: _SUNNI :: _TABAQAT
JK000412,0240IbnKhayyatCusfuri.Tarikh.JK000412-ara1.completed,تاريخ خليفة بن خياط,Tarikh,"http://www.worldcat.org/oclc/18868299 :: د. أكرم ضياء العمري :: دمشق , بيروت :: 1397 :: دار القلم , مؤسسة الرسالة",al-Jāmiʿ al-Kabīr,90705,1,434,0240IbnKhayyatCusfuri,_HADITH :: _TARIKH :: _TARAJIM :: _SUNNI
Shamela0007610,0240IbnYahyaKinani.Hida.Shamela0007610-ara1,الحيدة والاعتذار في الرد على من قال بخلق القرآن,Hida,"علي بن محمد بن ناصر الفقهي :: مكتبة العلوم والحكم، المدينة المنورة، المملكة العربية السعودية",al-Maktaba al-Shāmila,20140,1,69,0240IbnYahyaKinani,_CAQAID :: _MILAL
JK000227,0240SahnunIbnSacid.MudawwanaKubra.JK000227-ara1,المدونة الكبرى,Mudawwana Kubra,بيروت :: دار صادر,al-Jāmiʿ al-Kabīr,937945,16,2961,0240SahnunIbnSacid,_MALIKI :: _HADITH :: _FIQH
Shamela0095563,0241IbnHanbal.AhkamNisa.Shamela0095563-ara1.mARkdown,أحكم النساء,aḥkam al-nisāʾ,http://www.worldcat.org/oclc/57147938 :: عمرو عبد المنعم سليم :: Beirut :: 2002\1423 :: مؤسسة الريان للنشر والتوزيع,al-Maktaba al-Shāmila,4548,1,38,0241IbnHanbal,_HANBALI :: _FIQH
JK000525,0241IbnHanbal.AsamiWaKuna.JK000525-ara1.mARkdown,الأسامي والكنى,al-Asāmī wa-l-kuná,http://www.worldcat.org/oclc/33213634 :: عبدالله بن يوسف الجديع :: الكويت :: 1406 - 1985 :: مكتبة دار الأقصى,al-Jāmiʿ al-Kabīr,5218,1,118,0241IbnHanbal,_HADITH :: _TARAJIM :: _TABAQAT
JK000673,0241IbnHanbal.Ashriba.JK000673-ara1.mARkdown,الأشربة,al-Ašribaŧ,http://www.worldcat.org/oclc/4770114824,al-Jāmiʿ al-Kabīr,9998,1,43,0241IbnHanbal,_FIQH
JK000323,0241IbnHanbal.CaqidaRiwayatKhallal.JK000323-ara1,العقيدة :: العقيدة رواية أبي بكر الخلال,Caqida Riwayat Khallal,عبد العزيز عز الدين السيروان :: دمشق :: 1408 :: دار قتيبة,al-Jāmiʿ al-Kabīr,4041,1,29,0241IbnHanbal,_HADITH :: _CAQAID :: _MILAL
Shamela0002331,0241IbnHanbal.CilalWaMacrifa.Shamela0002331-ara1.mARkdown,العلل و معرفة الرجال,al-ʿIlal wa maʿrifaŧ al-riǧāl,"http://www.worldcat.org/oclc/4770126520 :: وصي الله بن محمد عباس :: دار الخاني , الرياض",al-Maktaba al-Shāmila,180923,3,1533,0241IbnHanbal,_MAWDUC :: _HADITH :: _AHKAM :: _SUALAT :: _DACIF :: _TARAJIM :: _SUNNI :: _CILAL
JK000482,0241IbnHanbal.FadailSahaba.JK000482-ara1.mARkdown,فضائل السحبة,faḍāʾil al-saḥabŧ,http://www.worldcat.org/oclc/213541759 :: د. وصي الله محمد عباس :: بيروت :: 1403 - 1983 :: مؤسسة الرسالة,al-Jāmiʿ al-Kabīr,127448,2,945,0241IbnHanbal,_HADITH :: _SIRA :: _ASHAB :: _TARAJIM :: _TABAQAT
JK000749,0241IbnHanbal.JamicFiCilal.JK000749-ara1.mARkdown,من كلام الامام عبد الله أحمد بن حنبل في علل الحديث ومعرفة الرجال,Min kalām al-imām ʿAbd Allāh Aḥmad b. Ḥanbal fī ʿilal al-ḥadīṯ wa-maʿrifaŧ al-riǧāl,http://www.worldcat.org/oclc/45372235 :: صبحي البدري السامرائي :: الرياض :: 1988 / 1409 :: مكتبة المعارف,al-Jāmiʿ al-Kabīr,10876,1,172,0241IbnHanbal,_MAWDUC :: _HADITH :: _AHKAM :: _SUALAT :: _DACIF :: _CILAL
Shamela0006105,0241IbnHanbal.MasailRiwayatCabdAllah.Shamela0006105-ara1.mARkdown,مسائل الامام أحمد بن حنبل رواية ابنه عبد¶    الله بن أحمد :: مسائل الامام أحمد بن هنبل,Masāʾil al-imām Aḥmad b. Ḥanbal riwāyaŧ ibnihi ʿAbd¶    Allāh b. Aḥmad,http://www.worldcat.org/oclc/1036111155 :: زهير الشاويش :: المكتب الإسلامي - بيروت,al-Maktaba al-Shāmila,70654,1,454,0241IbnHanbal,_HANBALI :: _FIQH
ShamAY0038134,0241IbnHanbal.MasailRiwayatIbnHani.ShamAY0038134-ara1,مسائل أحمد بن حنبل رواية ابن هانئ - ط الفاروق الحديثة :: مسائل الإمام أبي عبد الله أحمد بن حنبل :: مسائل الإمام أبي عبد الله أحمد بن حنبل ,Masail Riwayat Ibn Hani,"أبو عمر محمد بن علي الأزهري :: الأولى، 1434 ه - 2013 م :: دار الفاروق الحديثة للطباعة والنشر - القاهرة",al-Maktaba al-Shāmila AY,72979,1,516,0241IbnHanbal,_FIQH
JK001184,0241IbnHanbal.MasailRiwayatSalih.JK001184-ara1.mARkdown,مسائل الامام أحمد بن حنبل رواية ابن أبي ال¶    فضل صالح :: مسائل رواية صالح,Masāʾil al-imām Aḥmad b. Ḥanbal riwāyaŧ Ibn Abī al-¶    Faḍl Ṣāliḥ,http://www.worldcat.org/oclc/28693194 :: الهند :: 1408هـ- 1988م :: الدار العلمية,al-Jāmiʿ al-Kabīr,65208,3,1118,0241IbnHanbal,_HANBALI :: _FIQH
Shamela0025873,0241IbnHanbal.MinSualatIbnMuhammadAthram.Shamela0025873-ara1.mARkdown,سؤلات أبي بكر الأثرم,suʾalāt abī bakr al-aṯram,د. عامر حسن صبري :: Beirut :: 1425هـ - 2004م :: دار البشائر الإسلامية - بيروت,al-Maktaba al-Shāmila,2709,1,30,0241IbnHanbal,_SUALAT :: _CILAL
Shamela0025794,0241IbnHanbal.Musnad.Shamela0025794-ara1.mARkdown,مسند,Musnad,"http://www.worldcat.org/oclc/264939610 :: شعيب الأرنؤوط - عادل مرشد، وآخرون :: مؤسسة الرسالة",al-Maktaba al-Shāmila,1588089,9,23115,0241IbnHanbal,_HADITH :: _MACAJIM :: _FIQH :: _TARAJIM :: _SUNNI :: _MASANID
Shamela0007623,0241IbnHanbal.RaddCalaZanadiqa.Shamela0007623-ara1.completed,الرد على الجهمية والزنادقة,Radd Cala Zanadiqa,صبري بن سلامة شاهين :: Riyadh :: 1424 :: دار الثبات للنشر والتوزيع,al-Maktaba al-Shāmila,9611,1,141,0241IbnHanbal,_HADITH :: _RUDUD :: _CAQAID :: _AJZA :: _MILAL
ShamAY0035233,0241IbnHanbal.Salat.ShamAY0035233-ara1,الصلاة للإمام أحمد  :: الصلاة للامام أحمد :: الصلاة للإمام أحمد,Salat,nan,al-Maktaba al-Shāmila AY,33356,1,257,0241IbnHanbal,_HADITH
Shamela0005945,0241IbnHanbal.SualatAbiDawudLiIbnHanbal.Shamela0005945-ara1.mARkdown,سؤلات أبي داود للامام أحمد بن حنبل :: سؤلات أبي داود,suʾalāt abī dāwud li-l-imām aḥmad b. ḥanbal,http://www.worldcat.org/oclc/234606333 :: د. زياد محمد منصور :: مكتبة العلوم والحكم - المدينة المنورة,al-Maktaba al-Shāmila,12759,1,220,0241IbnHanbal,_HADITH :: _SUALAT :: _TARAJIM :: _CILAL
JK000354,0241IbnHanbal.UsulSunna.JK000354-ara1,أصول السنة,Usul Sunna,الخرج - السعودية :: 1411هـ :: دار المنار,al-Jāmiʿ al-Kabīr,1586,1,52,0241IbnHanbal,_HADITH :: _CAQAID :: _AJZA :: _MILAL
Shamela0008494,0241IbnHanbal.Zuhd.Shamela0008494-ara1.mARkdown,الزهد,al-Zuhd,"http://www.worldcat.org/oclc/957338288 :: دار الكتب العلمية، بيروت - لبنان",al-Maktaba al-Shāmila,124635,1,120,0241IbnHanbal,_HADITH :: _AKHLAQ :: _AJZA
Shamela0010620,0242IbnAslamTusi.Arbacun.Shamela0010620-ara1,الأربعون,Arbacun,"مشعل بن باني الجبرين المطيري :: دار ابن حزم، بيروت - لبنان",al-Maktaba al-Shāmila,2813,1,78,0242IbnAslamTusi,_HADITH :: _AJZA
JK000085,0243HannadIbnSari.Zuhd.JK000085-ara1,الزهد لابن السري :: الزهد,Zuhd,عبد الرحمن عبد الجبار الفريوائي :: الكويت :: 1406 :: دار الخلفاء للكتاب الإسلامي,al-Jāmiʿ al-Kabīr,66382,2,595,0243HannadIbnSari,_ADHKAR :: _HADITH :: _AKHLAQ :: _RAQAIQ :: _AJZA :: _ADAB
JK000850,0243HarithMuhasibi.AdabNufus.JK000850-ara1,آداب النفوس :: أداب النفوس,Adab Nufus,عبد القادر أحمد عطا :: بيروت - لبنان :: 1984م :: دار الجيل,al-Jāmiʿ al-Kabīr,23518,1,164,0243HarithMuhasibi,_ADHKAR :: _AKHLAQ :: _MISC :: _RAQAIQ :: _ADAB :: _SULUK
Shamela0005550,0243HarithMuhasibi.FahmQuran.Shamela0005550-ara1,فهم القرآن ومعانيه,Fahm Quran,"حسين القوتلي :: دار الكندي , دار الفكر - بيروت",al-Maktaba al-Shāmila,31727,1,258,0243HarithMuhasibi,_CULUM :: _TAFSIR :: _QURAN
JK000802,0243HarithMuhasibi.MaiyyatCaql.JK000802-ara1,مائية العقل ومعناه واختلاف الناس فيه :: ماهية العقل ومعناه واختلاف الناس فيه,Māʾiyyaŧ al-ʿaql wa-maʿnāhu wa-iḫtilāf al-nās fīhi,"حسين القوتلي :: بيروت :: 1398 :: دار الكندي , دار الفكر",al-Jāmiʿ al-Kabīr,4328,1,36,0243HarithMuhasibi,_CAQAID :: _MILAL
JK001158,0243HarithMuhasibi.Makasib.JK001158-ara1,المكاسب :: المكاسب والورع والشبهة وبيان مباحها ومحظورها واختلاف الناس في طلبها والرد على الغالطين فيه,Makasib,نور سعيد :: بيروت :: 1992 :: دار الفكر اللبناني,al-Jāmiʿ al-Kabīr,11974,1,72,0243HarithMuhasibi,_BUHUTH :: _AJZA :: _MASAIL :: _FIQH
Kraken2107192213391,0243HarithMuhasibi.Ricaya.Kraken2107192213391-ara1,nan,Ricaya,http://www.worldcat.org/oclc/4770844587,Kraken,133182,1,551,0243HarithMuhasibi,NODATA
JK001219,0243HarithMuhasibi.RisalatMustarshidin.JK001219-ara1,رسالة المسترشدين,Risalat Mustarshidin,عبد الفتاح أبو غدة :: حلب - سوريا :: 1391 - 1971 :: مكتب المطبوعات الإسلامية,al-Jāmiʿ al-Kabīr,5000,1,111,0243HarithMuhasibi,_ADHKAR :: _AKHLAQ :: _MISC :: _RAQAIQ :: _ADAB :: _SULUK
Shamela0021799,0243HarithMuhasibi.Tawahhum.Shamela0021799-ara1,التوهم في وصف أحوال الآخرة,Tawahhum,"مكتبة التراث الإسلامي، حلب",al-Maktaba al-Shāmila,12088,1,77,0243HarithMuhasibi,_ADHKAR :: _RAQAIQ :: _ADAB
Kraken22021817402400,0243HarithMuhasibi.Wasaya.Kraken22021817402400-ara1,nan,Wasaya,http://www.worldcat.org/oclc/236029489,Kraken,84304,1,449,0243HarithMuhasibi,NODATA
JK000321,0243IbnYahyaCadani.Iman.JK000321-ara1,الإيمان للعدني,Iman,حمد بن حمدي الجابري الحربي :: الكويت :: 1407 :: الدار السلفية,al-Jāmiʿ al-Kabīr,6988,1,86,0243IbnYahyaCadani,_HADITH :: _CAQAID :: _AJZA :: _SUNNI :: _MILAL
ALCorpus00031,0243YuhannaIbnMasawayh.NawadirTibbiyya.ALCorpus00031-ara1,nan,Nawadir Tibbiyya,nan,Arabic and Latin,2839,1,61,0243YuhannaIbnMasawayh,NODATA
Sham19Y0013249,0244IbnSikkit.Alfaz.Sham19Y0013249-ara1,كتاب الألفاظ (أقدم معجم في المعاني) :: كتاب الألفاظ لابن السكيت,Alfaz,"د. فخر الدين قباوة :: الأولى، 1998م :: مكتبة لبنان ناشرون",al-Maktaba al-Shāmila,75308,1,497,0244IbnSikkit,_FIQH
Shamela0007508,0244IbnSikkit.IslahMantiq.Shamela0007508-ara1.completed,إصلاح المنطق,Islah Mantiq,http://www.worldcat.org/oclc/4770256797 :: محمد مرعب :: دار إحياء التراث العربي,al-Maktaba al-Shāmila,78843,1,379,0244IbnSikkit,_LUGHA :: _SARF :: _NAHW :: _ADAB :: _MUSTALAHAT
JK010885,0244IbnSikkit.KanzLughawi.JK010885-ara1,الكنز اللغوي,Kanz Lughawi,nan,al-Jāmiʿ al-Kabīr,41593,1,232,0244IbnSikkit,_LUGHA :: _GHARIB :: _SARF :: _MACAJIM :: _NAHW :: _MASAIL :: _FIQH :: _MUSTALAHAT
Shamela0005420,0244IbnSikkit.QalbWaIbdal.Shamela0005420-ara1,القلب والإبدال,Qalb Wa Ibdal,nan,al-Maktaba al-Shāmila,16135,1,29,0244IbnSikkit,_LUGHA
JK001186,0245LuwaynMissisi.JuzHadith.JK001186-ara1,جزء فيه حديث المصيصي لوين :: حديث المصيصي لوين,Juz Hadith,أبو عبد الرحمن مسعد بن عبد الحميد السعدني :: الرياض :: 1418هـ - 1997م :: أضواء السلف,al-Jāmiʿ al-Kabīr,8441,1,102,0245LuwaynMissisi,_HADITH :: _AJZA :: _TARAJIM
Kraken21052117,0245MuhammadIbnHabib.KhalqInsan.Kraken21052117-ara1.mARkdown,خلق الانسان في اللغة,Ḫalq al-insān fī al-luġaŧ,http://www.worldcat.org/oclc/4770683749,Kraken,629,1,19,0245MuhammadIbnHabib,_MAJOR_ISSUES
ShamAY0035784,0245MuhammadIbnHabib.ManNusibaLiUmmihi.ShamAY0035784-ara1,من نسب لأمه من الشعراء لابن حبيب :: من نسب لأمه من الشعراء :: من نسب لأمه من الشعراء ,Man Nusiba Li Ummihi,nan,al-Maktaba al-Shāmila AY,1560,1,31,0245MuhammadIbnHabib,_TARIKH :: _TARAJIM :: _TABAQAT
Shamela0012205,0245MuhammadIbnHabib.Muhabbar.Shamela0012205-ara1.mARkdown,كتاب المحبر :: المحبر,kitāb al-muḥabbar,"http://www.worldcat.org/oclc/949454860 :: إيلزة ليختن شتيتر :: دار الآفاق الجديدة، بيروت",al-Maktaba al-Shāmila,77415,1,503,0245MuhammadIbnHabib,_TARIKH :: _FASAHA :: _BALAGHA :: _ADAB
Shamela0026540,0245MuhammadIbnHabib.MukhtalafQabail.Shamela0026540-ara1.completed,مختلف القبائل ومؤتلفها,Mukhtalaf Qabail,"http://www.worldcat.org/oclc/949453879 :: إبراهيم الأبياري :: دار الكتب الإسلامية، دار الكتاب المصري - القاهرة، دار الكتاب اللبناني - بيروت",al-Maktaba al-Shāmila,9368,1,81,0245MuhammadIbnHabib,_BULDAN :: _ANSAB :: _TARIKH
JK009275,0245MuhammadIbnHabib.MunammaqFiAkhbarQuraysh.JK009275-ara1,المنمق في أخبار قريش,Munammaq Fi Akhbar Quraysh,خورشيد أحمد فارق :: بيروت / لبنان :: 1405هـ -1985م :: عالم الكتب,al-Jāmiʿ al-Kabīr,65450,1,416,0245MuhammadIbnHabib,_BULDAN :: _TARIKH
Shamela0026929,0245MuhammadIbnHabib.UmmahatNabi.Shamela0026929-ara1,أمهات النبي صلى الله عليه وسلم,Ummahat Nabi,محمد خير رمضان يوسف :: دار ابن حزم,al-Maktaba al-Shāmila,987,1,19,0245MuhammadIbnHabib,_HADITH :: _AJZA
Shamela0029847Vols,0246AbuCaliIbnShadhdhan.Hadith.Shamela0029847Vols-ara1,حديث ابن شاذان :: أجزاء ابن شاذان,Ḥadīṯ Ibn Šāḏān,مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية :: مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية,al-Maktaba al-Shāmila,20035,8,329,0246AbuCaliIbnShadhdhan,_HADITH
JK000642,0246AhmadDawraqi.MusnadSacdIbnAbiWaqqas.JK000642-ara1,مسند سعد :: مسند سعد بن أبي وقاص,Musnad Sacd Ibn Abi Waqqas,عامر حسن صبري :: بيروت :: 1407 :: دار البشائر الإسلامية,al-Jāmiʿ al-Kabīr,9474,1,200,0246AhmadDawraqi,_HADITH :: _MACAJIM :: _AJZA :: _TARAJIM :: _SUNNI :: _MASANID
Shamela0030738,0246DhuNunAbuFayd.Hadith.Shamela0030738-ara1,حديث ذي النون المصري,Hadith,مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية,al-Maktaba al-Shāmila,1323,1,6,0246DhuNunAbuFayd,_HADITH :: _MAKHTUTAT
JK007615,0246DicbilKhuzaci.Diwan.JK007615-ara1,ديوان دعبل بن علي,Diwan,nan,al-Jāmiʿ al-Kabīr,10825,1,303,0246DicbilKhuzaci,_SHICR
JK010741,0246DicbilKhuzaci.WasayaMuluk.JK010741-ara1,وصايا الملوك,Wasaya Muluk,nan,al-Jāmiʿ al-Kabīr,22212,1,44,0246DicbilKhuzaci,_SIYASA :: _BALAGHA :: _ADAB
Shamela0026754,0246HishamSulami.CawaliMalik.Shamela0026754-ara1,عوالي مالك رواية هشام بن عمار,Cawali Malik,محمد الحاج الناصر :: دار الغرب الإسلامي [طبع مع مجموعة من عوالي الإمام مالك],al-Maktaba al-Shāmila,1207,1,25,0246HishamSulami,_HADITH :: _AJZA
JK007106,0246HishamSulami.HadithHisham.JK007106-ara1,حديث هشام بن عمار,Hadith Hisham,د. عبد الله بن وكيل الشيخ :: السعودية :: 1419هـ - 1999م :: دار اشبيليا,al-Jāmiʿ al-Kabīr,9312,1,249,0246HishamSulami,_HADITH :: _MISC :: _AJZA :: _TARAJIM
JK000033,0246HusaynMarwazi.BirrWaSila.JK000033-ara1,البر والصلة (عن ابن المبارك وغيره) :: البر والصلة,Birr Wa Sila,د. محمد سعيد بخاري :: الرياض :: 1419 :: دار الوطن,al-Jāmiʿ al-Kabīr,16434,1,180,0246HusaynMarwazi,_HADITH :: _AKHLAQ :: _AJZA
JK001122,0246IbnCumarDuri.JuzFihiQiraat.JK001122-ara1,جزء فيه قراءات النبي صلى الله عليه وسلم :: جزء فيه قراءات النبي,Juz Fihi Qiraat,حكمت بشير ياسين :: المدينة المنورة - السعودية :: 1408هـ - 1988م :: مكتبة الدار,al-Jāmiʿ al-Kabīr,6464,1,128,0246IbnCumarDuri,_CULUM :: _HADITH :: _TAFSIR :: _QURAN :: _QIRAAT :: _AJZA
Zaydiyya0000075BK7,0246QasimRassi.CadlWaTawhid.Zaydiyya0000075BK7-ara1,العدل والتوحيد,al-ʿAdl wa-al-tawḥīd,nan,al-Shāmila al-Zaydiyya,10186,1,55,0246QasimRassi,Zayddiya
Zaydiyya0000075BK27,0246QasimRassi.CalimWaWafid.Zaydiyya0000075BK27-ara1,العالم والوافد,al-ʿĀlim wa-al-wāfid,nan,al-Shāmila al-Zaydiyya,16645,2,87,0246QasimRassi,Zayddiya
Zaydiyya0000075BK28,0246QasimRassi.CuzzatBiLugha.Zaydiyya0000075BK28-ara1,العظات باللغ,al-ʿUẓẓāt bi-al-luġa,nan,al-Shāmila al-Zaydiyya,3157,2,16,0246QasimRassi,Zayddiya
Zaydiyya0000075BK1,0246QasimRassi.DalilKabir.Zaydiyya0000075BK1-ara1,الدليل الكبير,al-Dalīl al-Kabīr,nan,al-Shāmila al-Zaydiyya,13318,1,67,0246QasimRassi,Zayddiya
Zaydiyya0000075BK2,0246QasimRassi.DalilSaghir.Zaydiyya0000075BK2-ara1,الدليل الصغير,al-Dalīl al-Ṣaġīr,nan,al-Shāmila al-Zaydiyya,6973,1,34,0246QasimRassi,Zayddiya
Zaydiyya0000075BK11,0246QasimRassi.FusulFiTawhid.Zaydiyya0000075BK11-ara1,فصول في التوحيد,Fuṣūl fī al-tawḥīd,nan,al-Shāmila al-Zaydiyya,1076,1,8,0246QasimRassi,Zayddiya
Zaydiyya0000075BK22,0246QasimRassi.HijraLiZalimin.Zaydiyya0000075BK22-ara1,الهجر لالظالمين,al-Hiǧra li-al-Ẓālimīn,nan,al-Shāmila al-Zaydiyya,10591,2,52,0246QasimRassi,Zayddiya
Zaydiyya0000075BK20,0246QasimRassi.ImamaQablCali.Zaydiyya0000075BK20-ara1,الامامة قبل علي بن أبي طالب,al-Imāmaŧ qabl ʿAlī b. Abī Ṭālib,nan,al-Shāmila al-Zaydiyya,4436,2,19,0246QasimRassi,Zayddiya
Zaydiyya0000075BK21,0246QasimRassi.ImamatCali.Zaydiyya0000075BK21-ara1,امامة علي بن أبي طالب,Imāmaŧ ʿAlī b. Abī Ṭālib,nan,al-Shāmila al-Zaydiyya,776,2,5,0246QasimRassi,Zayddiya
Zaydiyya0000075BK19,0246QasimRassi.ImamMuftaridTaca.Zaydiyya0000075BK19-ara1,الامام المفترض الطاعة,al-Imām al-muftariḍ al-ṭāʿaŧ,nan,al-Shāmila al-Zaydiyya,1907,2,10,0246QasimRassi,Zayddiya
Zaydiyya0000003,0246QasimRassi.KamilMunir.Zaydiyya0000003-ara1,الكامل المنير في إثبات ولاية أمير المؤمنين(ع),Kamil Munir,nan,al-Shāmila al-Zaydiyya,40739,1,203,0246QasimRassi,_USUL
Zaydiyya0000408,0246QasimRassi.KitabFihiMasail.Zaydiyya0000408-ara1,كتاب فيه مسائل عن القاسم بن إبراهيم(ع),Kitab Fihi Masail,(مؤسسة الإمام زيد بن علي(ع) الثقافية),al-Shāmila al-Zaydiyya,125960,1,494,0246QasimRassi,Zayddiya
Zaydiyya0000075BK15,0246QasimRassi.MadihQuranKabir.Zaydiyya0000075BK15-ara1,مديح القرآن الكبير,Madīḥ al-Qurʾān al-kabīr,nan,al-Shāmila al-Zaydiyya,4592,2,26,0246QasimRassi,Zayddiya
Zaydiyya0000075BK16,0246QasimRassi.MadihQuranSaghir.Zaydiyya0000075BK16-ara1,مديح القرآن الصغير,Madīḥ al-Qurʾān al-ṣaġīr,nan,al-Shāmila al-Zaydiyya,1478,2,9,0246QasimRassi,Zayddiya
Zaydiyya0000075BK26,0246QasimRassi.MafahimIslamiyya.Zaydiyya0000075BK26-ara1,المفاهيم الاسلامية,al-Mafāhīm al-islāmiyyaŧ,nan,al-Shāmila al-Zaydiyya,438,2,4,0246QasimRassi,Zayddiya
Zaydiyya0000075BK24,0246QasimRassi.Maknun.Zaydiyya0000075BK24-ara1,المكنون,al-Maknūn,nan,al-Shāmila al-Zaydiyya,5812,2,37,0246QasimRassi,Zayddiya
Zaydiyya0000075BK32,0246QasimRassi.Masail.Zaydiyya0000075BK32-ara1,مسائل القاسم الرسي,Masāʾil al-Qāsim al-Rassī,nan,al-Shāmila al-Zaydiyya,24041,2,94,0246QasimRassi,Zayddiya
Zaydiyya0000075BK6,0246QasimRassi.MasalaLiRajulayn.Zaydiyya0000075BK6-ara1,جواب مسألة لرجلين من أهل طبرستان,Jawāb masʾalaŧ li-raǧulayn min ahl Ṭabaristān,nan,al-Shāmila al-Zaydiyya,1635,1,8,0246QasimRassi,Zayddiya
Zaydiyya0000075BK3,0246QasimRassi.MunazaraMacaMulhid.Zaydiyya0000075BK3-ara1,مناظر مع ملحد,Munāẓara Maʿa Mulḥid,nan,al-Shāmila al-Zaydiyya,4764,1,23,0246QasimRassi,Zayddiya
Zaydiyya0000075BK8,0246QasimRassi.Mustarshid.Zaydiyya0000075BK8-ara1,المسترشد,al-Mustaršid,nan,al-Shāmila al-Zaydiyya,9271,1,40,0246QasimRassi,Zayddiya
Zaydiyya0000075BK17,0246QasimRassi.NasikhWaMansukh.Zaydiyya0000075BK17-ara1,الناسخ والمنسوخ,al-Nāsiḫ wa-al-mansūḫ,nan,al-Shāmila al-Zaydiyya,5254,2,28,0246QasimRassi,Zayddiya
